X,Y,Z,dip,azimuth,polarity,geometry,Id,Unidad,formation,name
512091.82,2192500.75,-1000.0,0.0,270.0,1.0,POINT (512091.82 2192500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_7
516530.42,2192500.75,2382.0,80.0,127.18,1.0,POINT (516530.42 2192500.75),,,F9,N_7
513608.41,2192500.75,2390.7,78.0,311.02,1.0,POINT (513608.41 2192500.75),0.0,TF,TF,N_7
513469.32,2192500.75,1671.41,0.05,90.0,1.0,POINT (513469.32 2192500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_7
513356.16,2192500.75,1322.56,0.28,90.0,1.0,POINT (513356.16 2192500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_7
515059.78,2192500.75,1314.11,0.28,90.0,1.0,POINT (515059.78 2192500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_7
512522.99,2192500.75,1116.69,0.54,270.0,1.0,POINT (512522.99 2192500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_7
513721.58,2192500.75,2037.26,0.13,90.0,1.0,POINT (513721.58 2192500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_7
512020.12,2192500.75,151.85,0.0,270.0,1.0,POINT (512020.12 2192500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_7
511136.18,2192500.75,151.85,0.0,270.0,1.0,POINT (511136.18 2192500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_7
510582.24,2192500.75,-1000.0,0.0,270.0,1.0,POINT (510582.24 2192500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_7
545751.06,2192500.75,-1000.0,0.0,270.0,1.0,POINT (545751.06 2192500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_7
545836.06,2192500.75,306.63,0.04,90.0,1.0,POINT (545836.06 2192500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_7
545990.73,2192500.75,1851.79,0.48,270.0,1.0,POINT (545990.73 2192500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_7
546466.66,2192500.75,1038.02,3.04,270.0,1.0,POINT (546466.66 2192500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_7
546306.68,2197500.75,1461.55,0.07,270.0,1.0,POINT (546306.68 2197500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_6
546080.17,2197500.75,531.84,0.87,90.0,1.0,POINT (546080.17 2197500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_6
545861.04,2197500.75,-1000.0,0.0,270.0,1.0,POINT (545861.04 2197500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_6
546758.09,2197500.75,-1000.0,0.0,270.0,1.0,POINT (546758.09 2197500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_6
543963.45,2197500.75,-1000.0,0.0,270.0,1.0,POINT (543963.45 2197500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_6
544252.42,2197500.75,1963.69,0.83,270.0,1.0,POINT (544252.42 2197500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_6
544161.9,2197500.75,1458.82,0.07,270.0,1.0,POINT (544161.9 2197500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_6
544029.66,2197500.75,562.89,0.87,90.0,1.0,POINT (544029.66 2197500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_6
543591.36,2202500.75,942.28,0.0,270.0,1.0,POINT (543591.36 2202500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_5
545243.65,2202500.75,1446.7,0.0,270.0,1.0,POINT (545243.65 2202500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_5
543522.57,2202500.75,1446.7,0.0,270.0,1.0,POINT (543522.57 2202500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_5
545106.07,2202500.75,1836.17,0.07,270.0,1.0,POINT (545106.07 2202500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_5
545381.23,2202500.75,942.28,0.0,270.0,1.0,POINT (545381.23 2202500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_5
544559.5,2202500.75,-1000.0,0.0,270.0,1.0,POINT (544559.5 2202500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_5
541421.35,2197500.75,1455.33,0.07,270.0,1.0,POINT (541421.35 2197500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_6
541412.87,2197500.75,1922.76,0.83,270.0,1.0,POINT (541412.87 2197500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_6
540230.88,2197500.75,2408.84,0.0,270.0,1.0,POINT (540230.88 2197500.75),0.0,Cuaternario-Alv,Quaternary_alluvial,N_6
540551.96,2197500.75,2492.55,41.82,270.0,1.0,POINT (540551.96 2197500.75),0.0,Cuaternario-Alv,Quaternary_alluvial,N_6
539331.29,2197500.75,2408.84,0.0,270.0,1.0,POINT (539331.29 2197500.75),0.0,Cuaternario-Alv,Quaternary_alluvial,N_6
541534.92,2202500.75,-1000.0,0.0,270.0,1.0,POINT (541534.92 2202500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_5
541517.17,2202500.75,942.28,0.0,270.0,1.0,POINT (541517.17 2202500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_5
540645.67,2202500.75,-1000.0,0.0,270.0,1.0,POINT (540645.67 2202500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_5
540123.72,2202500.75,-1000.0,0.0,90.0,1.0,POINT (540123.72 2202500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_5
540134.95,2202500.75,1829.98,0.07,270.0,1.0,POINT (540134.95 2202500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_5
543406.16,2202500.75,1834.05,0.07,270.0,1.0,POINT (543406.16 2202500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_5
542508.73,2207500.75,1821.04,0.0,270.0,1.0,POINT (542508.73 2207500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_4
543910.44,2207500.75,1834.67,0.07,270.0,1.0,POINT (543910.44 2207500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_4
542548.77,2207500.75,1474.17,0.0,270.0,1.0,POINT (542548.77 2207500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_4
542582.22,2207500.75,-999.63,0.01,90.0,1.0,POINT (542582.22 2207500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_4
542634.78,2207500.75,2582.55,80.0,121.3,1.0,POINT (542634.78 2207500.75),0.0,NF,NF,N_4
544560.17,2207500.75,-999.92,0.01,90.0,1.0,POINT (544560.17 2207500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_4
544538.98,2207500.75,1563.79,0.0,270.0,1.0,POINT (544538.98 2207500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_4
543107.07,2207500.75,-999.71,0.01,90.0,1.0,POINT (543107.07 2207500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_4
543778.84,2207500.75,-999.81,0.01,90.0,1.0,POINT (543778.84 2207500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_4
540623.52,2202500.75,942.28,0.0,270.0,1.0,POINT (540623.52 2202500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_5
540220.87,2202500.75,1446.7,0.0,270.0,1.0,POINT (540220.87 2202500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_5
539608.53,2202500.75,2562.95,80.0,121.3,1.0,POINT (539608.53 2202500.75),0.0,NF,NF,N_5
540303.77,2202500.75,942.28,0.0,270.0,1.0,POINT (540303.77 2202500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_5
539471.9,2202500.75,1827.39,0.0,270.0,1.0,POINT (539471.9 2202500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_5
539569.24,2202500.75,1465.5,0.0,270.0,1.0,POINT (539569.24 2202500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_5
541349.48,2202500.75,1831.49,0.07,270.0,1.0,POINT (541349.48 2202500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_5
541391.19,2202500.75,1446.7,0.0,270.0,1.0,POINT (541391.19 2202500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_5
539413.14,2202500.75,2061.35,0.0,270.0,1.0,POINT (539413.14 2202500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_5
540353.41,2212500.75,2255.7,0.66,90.0,1.0,POINT (540353.41 2212500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_3
543130.72,2207500.75,1833.7,0.07,270.0,1.0,POINT (543130.72 2207500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_4
544071.01,2207500.75,1231.99,0.0,270.0,1.0,POINT (544071.01 2207500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_4
543211.43,2207500.75,1563.79,0.0,270.0,1.0,POINT (543211.43 2207500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_4
543291.08,2207500.75,1231.99,0.0,270.0,1.0,POINT (543291.08 2207500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_4
543991.37,2207500.75,1563.79,0.0,270.0,1.0,POINT (543991.37 2207500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_4
545585.43,2207500.75,1836.75,0.07,270.0,1.0,POINT (545585.43 2207500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_4
545631.32,2207500.75,1563.79,0.0,270.0,1.0,POINT (545631.32 2207500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_4
542479.53,2207500.75,2073.77,0.08,270.0,1.0,POINT (542479.53 2207500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_4
543609.29,2212500.75,2517.5,39.64,270.0,1.0,POINT (543609.29 2212500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_3
544622.48,2212500.75,1632.24,0.12,90.0,1.0,POINT (544622.48 2212500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_3
545709.29,2207500.75,1231.99,0.0,270.0,1.0,POINT (545709.29 2207500.75),0.0,Paleogeno-Volcanico,Paleogene_Volcanic,N_4
545966.94,2207500.75,-1000.0,0.0,270.0,1.0,POINT (545966.94 2207500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_4
545932.87,2212500.75,2402.07,0.0,270.0,1.0,POINT (545932.87 2212500.75),0.0,Cuaternario-Piro,Quaternary_Pyro,N_3
546222.95,2212500.75,-1000.0,0.0,270.0,1.0,POINT (546222.95 2212500.75),0.0,Cretacico-Calizas,Cretaceous_limestone,N_3
542362.9,2212500.75,2317.11,2.25,270.0,1.0,POINT (542362.9 2212500.75),0.0,Cuaternario-Volcanico,Quaternary_volcanic,N_3
545155.03,2212500.75,2402.07,9.73,90.0,1.0,POINT (545155.03 2212500.75),0.0,Cuaternario-Piro,Quaternary_Pyro,N_3
544685.16,2212500.75,2062.72,0.39,90.0,1.0,POINT (544685.16 2212500.75),0.0,Neogeno-Volcanico,Neogene_Volcanic,N_3
